country;continent;year;lifeExp;pop;gdpPercap
Israel;Asia;2007;80.745;6426679;255.232.771
Italy;Europe;1950;65.77;47105000;4.461.067.193
Italy;Europe;1951;65.31;47418000;4.719.636.757
Italy;Europe;1952;65.94;47666000;4.931.404.154.999.990
Italy;Europe;1953;66.58;47957000;5.222.079.917
Italy;Europe;1954;67.9;48299000;5.436.140.736
Italy;Europe;1955;68.25;48633000;5.733.705.071
Italy;Europe;1956;67.64;48921000;5.958.252.391
Italy;Europe;1957;67.81;49182000;6.248.656.232
Italy;Europe;1958;68.87;49476000;6.518.368.168
Italy;Europe;1959;69.32;49832000;6.885.772.019
Italy;Europe;1960;69.21;50197600;7.314.830.776.000.000
Italy;Europe;1961;69.85;50523200;7.820.210.212.000.000
Italy;Europe;1962;69.24;50843200;824.358.234
Italy;Europe;1963;69.35;51198300;8.636.907.159.999.990
Italy;Europe;1964;70.4;51600200;8.821.596.841
Italy;Europe;1965;70.27;51987100;9.011.540.421
Italy;Europe;1966;71.02;52331600;9.503.610.165
Italy;Europe;1967;71.06;52667100;1.002.240.131
Italy;Europe;1968;70.88;52986600;1.069.407.481
Italy;Europe;1969;70.9;53317000;1.127.439.824
Italy;Europe;1970;71.66;53661100;1.178.823.346
Italy;Europe;1971;71.91;54005500;1.193.921.503
Italy;Europe;1972;72.19;54365564;1.226.927.378
Italy;Europe;1973;72.13;54796843;1.313.374.758
Italy;Europe;1974;72.85;55226259;1.361.498.029
Italy;Europe;1975;72.76;55571894;1.316.078.533
Italy;Europe;1976;73.11;55838536;1.402.192.932
Italy;Europe;1977;73.48;56059245;1.425.598.475
Italy;Europe;1978;73.83;56240143;148.313.966
Italy;Europe;1979;74.16;56367710;15.712.139.980.000.000
Italy;Europe;1980;74.12;56451247;1.620.188.298
Italy;Europe;1981;74.51;56502489;1.636.280.286
Italy;Europe;1982;74.98;56535636;165.374.835
Italy;Europe;1983;74.8;56630129;1.671.744.341
Italy;Europe;1984;75.56;56696963;17.530.693.890.000.000
Italy;Europe;1985;75.67;56731215;180.789.509
Italy;Europe;1986;76.0;56733833;1.847.936.644
Italy;Europe;1987;76.42;56729703;1.920.723.482
Italy;Europe;1988;76.6;56734027;2.029.385.091
Italy;Europe;1989;77.0;56737529;2.116.647.838
Italy;Europe;1990;77.06;56742886;2.156.142.044
Italy;Europe;1991;77.07;56747462;2.175.539.858
Italy;Europe;1992;77.44;56840847;2.201.364.486
Italy;Europe;1993;77.72;57026746;21.826.218.780.000.000
Italy;Europe;1994;77.94;57179460;224.712.282
Italy;Europe;1995;78.19;57274531;2.368.030.912
Italy;Europe;1996;78.51;57367032;2.389.755.367
Italy;Europe;1997;78.82;57479469;2.467.502.446
Italy;Europe;1998;78.92;57550318;2.540.999.448
Italy;Europe;1999;79.31;57603634;2.612.882.464
Italy;Europe;2000;79.72;57719337;2.716.046.843
Italy;Europe;2001;80.0;57844924;2.777.973.034
Italy;Europe;2002;80.24;57926999;2.796.809.817
Italy;Europe;2003;80.32;57998353;2.783.964.196
Italy;Europe;2004;81.18;58057477;2.788.757.345
Italy;Europe;2007;80.546;58147733;285.697.197
Jamaica;Americas;1952;58.53;1426095;2.898.530.881
Jamaica;Americas;1957;62.61;1535090;4.756.525.781
Jamaica;Americas;1962;65.61;1665128;5.246.107.524
Jamaica;Americas;1967;67.51;1861096;61.247.034.509.999.900
Jamaica;Americas;1972;69.0;1997616;7.433.889.293.000.000
Jamaica;Americas;1977;70.11;2156814;6.650.195.573
Jamaica;Americas;1982;71.21;2298309;606.805.135
Jamaica;Americas;1987;71.77;2326606;6.351.237.495
Jamaica;Americas;1992;71.766;2378618;7.404.923.685
Jamaica;Americas;1997;72.262;2531311;7.121.924.704.000.000
Jamaica;Americas;2002;72.047;2664659;6.994.774.861
Jamaica;Americas;2007;72.567;2780132;73.208.802.620.000.000
Japan;Asia;1950;59.3;83805000;2.644.585.447
Japan;Asia;1951;60.99;85163848;2.926.689.586
Japan;Asia;1952;63.03;86459025;3.216.956.347
Japan;Asia;1953;63.37;87655163;3.406.853.094
Japan;Asia;1954;64.61;88753892;3.554.902.815
Japan;Asia;1955;65.77;89815060;3.814.965.272
Japan;Asia;1956;65.63;90766211;4.058.838.069
Japan;Asia;1957;65.5;91563009;4.317.694.365
Japan;Asia;1958;67.12;92388772;452.838.594
Japan;Asia;1959;67.51;93296566;4.893.312.509
Japan;Asia;1960;67.8;94091638;5.488.805.469
Japan;Asia;1961;68.45;94943293;6.094.424.202
Japan;Asia;1962;68.73;95831757;6.576.649.461
Japan;Asia;1963;69.81;96811940;7.061.483.649
Japan;Asia;1964;70.28;97826267;7.803.680.953
Japan;Asia;1965;70.33;98882534;8.170.007.443
Japan;Asia;1966;71.14;99790308;895.728.044
Japan;Asia;1967;71.43;100825279;9.847.788.607
Japan;Asia;1968;71.75;101960672;1.099.199.599
Japan;Asia;1969;71.98;103171831;1.221.847.929
Japan;Asia;1970;72.07;104344973;1.337.486.201
Japan;Asia;1971;72.89;105696786;1.382.423.536
Japan;Asia;1972;73.42;107188273;1.477.878.636
Japan;Asia;1973;73.48;108706797;1.574.287.517
Japan;Asia;1974;73.91;110162302;1.534.457.125
Japan;Asia;1975;74.41;111573116;1.561.892.782
Japan;Asia;1976;74.81;112774841;1.606.666.829
Japan;Asia;1977;75.38;113872473;1.661.037.701
Japan;Asia;1978;75.7;114912911;17.327.759.130.000.000
Japan;Asia;1979;76.21;115890431;1.812.389.211
Japan;Asia;1980;76.19;116807309;1.848.825.746
Japan;Asia;1981;76.6;117648092;1.893.811.132
Japan;Asia;1982;77.11;118454974;1.938.410.571
Japan;Asia;1983;77.14;119269949;1.969.872.425
Japan;Asia;1984;77.54;120034697;2.033.995.264
Japan;Asia;1985;77.84;120754335;2.110.916.097
Japan;Asia;1986;78.26;121491913;2.158.849.152
Japan;Asia;1987;78.67;122091325;2.237.594.189
Japan;Asia;1988;78.58;122613000;2.366.103.654
Japan;Asia;1989;79.02;123107500;2.470.453.408
Japan;Asia;1990;79.04;123537399;2.587.013.512
Japan;Asia;1991;79.31;123946268;2.664.876.575
Japan;Asia;1992;79.36;124329269;2.682.489.511
Japan;Asia;1993;79.51;124668019;2.681.824.098
Japan;Asia;1994;79.91;125014050;2.703.782.807
Japan;Asia;1995;79.76;125341354;2.750.908.014
Japan;Asia;1996;80.46;125645311;2.838.515.847
Japan;Asia;1997;80.69;125956499;2.881.658.499
Japan;Asia;1998;80.77;126246096;2.790.467.521
Japan;Asia;1999;80.74;126494403;2.780.960.299
Japan;Asia;2000;81.35;126699784;2.855.960.016
Japan;Asia;2001;81.7;126891645;28.569.054.910.000.000
Japan;Asia;2002;82.0;127065841;286.045.919
Japan;Asia;2003;82.07;127214499;2.907.361.233
Japan;Asia;2004;82.36;127333002;2.974.204.613
Japan;Asia;2005;82.27;127417244;30290.0
Japan;Asia;2006;82.67;127463611;3.100.171.797
Japan;Asia;2007;82.603;127467972;3.165.606.806
Jordan;Asia;1952;43.158;607914;1.546.907.807
Jordan;Asia;1957;45.669;746559;1.886.080.591
Jordan;Asia;1962;4.812.600.000.000.000;933559;2.348.009.158
Jordan;Asia;1967;51.629;1255058;2.741.796.252
Jordan;Asia;1972;56.528;1613551;2.110.856.309
Jordan;Asia;1977;6.113.399.999.999.990;1937652;2.852.351.568
Jordan;Asia;1982;63.739;2347031;4.161.415.959
Jordan;Asia;1987;65.869;2820042;4.448.679.912
Jordan;Asia;1992;68.015;3867409;3.431.593.647
Jordan;Asia;1997;6.977.199.999.999.990;4526235;3.645.379.572
Jordan;Asia;2002;71.263;5307470;3.844.917.194
Jordan;Asia;2007;72.535;6053193;4.519.461.171
Kazakhstan;FSU;1992;65.359;16542063;5.919.908.968
Kazakhstan;FSU;1997;62.959;15484518;4.709.057.407
Kazakhstan;FSU;2002;64.878;15077224;6.667.304.371
Kazakhstan;FSU;2007;6.699.600.000.000.000;15284929;1.031.277.139
Kenya;Africa;1952;42.27;6464046;8.535.409.189.999.990
Kenya;Africa;1957;4.468.600.000.000.000;7454779;9.444.383.152
Kenya;Africa;1962;47.949;8678557;8.969.663.732
Kenya;Africa;1967;50.654;10191512;1.056.736.457
Kenya;Africa;1972;53.559;12044785;1.222.359.968
Kenya;Africa;1977;56.155;14500404;1.267.613.204
Kenya;Africa;1982;5.876.600.000.000.000;17661452;1.348.225.791
Kenya;Africa;1987;59.339;21198082;1.361.936.856
Kenya;Africa;1992;59.285;25020539;13.419.217.210.000.000
Kenya;Africa;1997;54.407;28263827;13.604.850.210.000.000
Kenya;Africa;2002;50.992;31386842;1.287.514.732
Kenya;Africa;2007;54.11;35610177;1.463.249.282
Korea, Dem. Rep.;Asia;1952;50.056;8865488;1.088.277.758
Korea, Dem. Rep.;Asia;1957;54.081;9411381;1.571.134.655
Korea, Dem. Rep.;Asia;1962;5.665.600.000.000.000;10917494;1.621.693.598
Korea, Dem. Rep.;Asia;1967;59.942;12617009;2.143.540.609
Korea, Dem. Rep.;Asia;1972;63.983;14781241;3.701.621.503
Korea, Dem. Rep.;Asia;1977;6.715.899.999.999.990;16325320;4.106.301.249
Korea, Dem. Rep.;Asia;1982;69.1;17647518;4.106.525.293
Korea, Dem. Rep.;Asia;1987;7.064.699.999.999.990;19067554;4.106.492.315
Korea, Dem. Rep.;Asia;1992;6.997.800.000.000.000;20711375;3.726.063.507
Korea, Dem. Rep.;Asia;1997;67.727;21585105;1.690.756.814
Korea, Dem. Rep.;Asia;2002;6.666.199.999.999.990;22215365;1.646.758.151
Korea, Dem. Rep.;Asia;2007;67.297;23301725;159.306.548
Korea, Rep.;Asia;1952;47.453;20947571;1.030.592.226
Korea, Rep.;Asia;1957;52.681;22611552;1.487.593.537
Korea, Rep.;Asia;1962;55.292;26420307;1.536.344.387
Korea, Rep.;Asia;1967;57.716;30131000;2.029.228.142
Korea, Rep.;Asia;1972;62.612;33505000;303.087.665
Korea, Rep.;Asia;1977;64.766;36436000;465.722.102
Korea, Rep.;Asia;1982;67.123;39326000;5.622.942.464
Korea, Rep.;Asia;1987;69.81;41622000;8.533.088.805
Korea, Rep.;Asia;1992;72.244;43805450;1.210.427.872
Korea, Rep.;Asia;1997;7.464.699.999.999.990;46173816;1.599.352.796
Korea, Rep.;Asia;2002;77.045;47969150;1.923.398.818
Korea, Rep.;Asia;2007;78.623;49044790;23.348.139.730.000.000
Kuwait;Asia;1952;55.565;160000;1.083.823.529
Kuwait;Asia;1957;58.033;212846;1.135.231.329
Kuwait;Asia;1962;60.47;358266;9.545.811.176
Kuwait;Asia;1967;64.624;575003;8.089.488.326
Kuwait;Asia;1972;67.712;841934;109.347.867
Kuwait;Asia;1977;69.343;1140357;5.926.547.714
Kuwait;Asia;1982;71.309;1497494;3.135.403.573
Kuwait;Asia;1987;7.417.399.999.999.990;1891487;2.811.842.998
Kuwait;Asia;1992;75.19;1418095;3.493.291.959
Kuwait;Asia;1997;76.156;1765345;4.030.061.996
Kuwait;Asia;2002;76.904;2111561;3.511.010.566
Kuwait;Asia;2007;7.758.800.000.000.000;2505559;4.730.698.978
Latvia;FSU;1965;71.2;2253604;4.078.828.307
Latvia;FSU;1966;71.16;2278721;4.110.991.504
Latvia;FSU;1967;70.82;2301371;4.444.343.948
Latvia;FSU;1968;70.46;2322031;4.596.577.322
Latvia;FSU;1969;70.2;2341871;4.651.532.907
Latvia;FSU;1970;70.22;2361159;5.470.687.438
Latvia;FSU;1971;70.57;2381641;5.845.609.237
Latvia;FSU;1972;70.25;2401244;6.095.312.282
Latvia;FSU;1973;70.2;2421355;6.395.096.187
Latvia;FSU;1974;70.11;2442473;6.651.164.666
Latvia;FSU;1975;69.28;2461606;70.500.274.260.000.000
Latvia;FSU;1976;69.41;2476760;735.082.488
Latvia;FSU;1977;69.45;2491407;7.488.923.551.999.990
Latvia;FSU;1978;69.35;2504508;763.576.512
Latvia;FSU;1979;68.87;2514167;80.007.585.629.999.900
Latvia;FSU;1980;69.19;2524543;8.278.288.323
Latvia;FSU;1981;69.13;2536976;8.578.012.786
Latvia;FSU;1982;69.71;2552229;8.728.455.351.999.990
Latvia;FSU;1983;69.47;2569826;9.127.299.087
Latvia;FSU;1984;69.51;2587996;9.596.890.615
Latvia;FSU;1985;69.63;2606405;9.502.493.873
Latvia;FSU;1986;71.01;2626695;9.893.284.982
Latvia;FSU;1987;71.05;2648965;1.006.352.646
Latvia;FSU;1988;70.99;2664068;1.051.299.302
Latvia;FSU;1989;70.46;2667309;1.104.447.612
Latvia;FSU;1990;69.51;2663590;1.021.778.407
Latvia;FSU;1991;69.24;2651308;8.960.019.583
Latvia;FSU;1992;68.57;2615869;6.151.514.963.000.000
Latvia;FSU;1993;66.78;2565708;5.948.957.499
Latvia;FSU;1994;65.53;2523532;6.169.897.953
Latvia;FSU;1995;66.33;2488008;6.191.799.537
Latvia;FSU;1996;68.93;2460277;6.488.442.082.000.000
Latvia;FSU;1997;69.56;2435967;7.143.441.634.999.990
Latvia;FSU;1998;69.2;2413173;7.604.973.664
Latvia;FSU;1999;69.99;2393657;8.028.968.025
Latvia;FSU;2000;70.56;2376178;8.649.224.406
Latvia;FSU;2001;70.32;2358232;9.396.422.979
Latvia;FSU;2002;70.68;2340205;1.009.447.045
Latvia;FSU;2003;71.17;2322943;1.087.976.673
Latvia;FSU;2004;71.51;2306306;1.188.805.426
Latvia;FSU;2005;71.25;2290237;13218.0
Latvia;FSU;2007;7.267.399.999.999.990;2259810;165.394.535
Lebanon;Asia;1952;55.928;1439529;4.834.804.067
Lebanon;Asia;1957;59.489;1647412;6.089.786.934.000.000
Lebanon;Asia;1962;62.094;1886848;5.714.560.611
Lebanon;Asia;1967;63.87;2186894;6.006.983.042
Lebanon;Asia;1972;65.421;2680018;7.486.384.341
Lebanon;Asia;1977;6.609.899.999.999.990;3115787;8.659.696.836
Lebanon;Asia;1982;66.983;3086876;7.640.519.520.999.990
Lebanon;Asia;1987;67.926;3089353;5.377.091.329
Lebanon;Asia;1992;69.292;3219994;6.890.806.854
Lebanon;Asia;1997;70.265;3430388;875.496.385
Lebanon;Asia;2002;71.028;3677780;931.393.883
Lebanon;Asia;2007;71.993;3921278;1.046.105.868
Lesotho;Africa;1952;4.213.800.000.000.000;748747;2.988.462.121
Lesotho;Africa;1957;45.047;813338;3.359.971.151.000.000
Lesotho;Africa;1962;47.747;893143;4.118.006.266
Lesotho;Africa;1967;48.492;996380;4.986.390.265
Lesotho;Africa;1972;49.767;1116779;4.965.815.922.000.000
Lesotho;Africa;1977;52.208;1251524;7.453.695.408
Lesotho;Africa;1982;55.078;1411807;7.972.631.074
Lesotho;Africa;1987;57.18;1599200;7.739.932.140.999.990
Lesotho;Africa;1992;59.685;1803195;9.774.862.725
Lesotho;Africa;1997;55.558;1982823;1.186.147.994
Lesotho;Africa;2002;44.593;2046772;1.275.184.575
Lesotho;Africa;2007;42.592;2012649;1.569.331.442
Liberia;Africa;1952;38.48;863308;5.755.729.961.000.000
Liberia;Africa;1957;39.486;975950;6.209.699.901
Liberia;Africa;1962;40.502;1112796;6.341.951.625
Liberia;Africa;1967;41.536;1279406;7.136.036.482.999.990
Liberia;Africa;1972;42.614;1482628;8.030.054.535
Liberia;Africa;1977;43.764;1703617;6.403.224.382.999.990
Liberia;Africa;1982;44.852;1956875;5.721.995.694
Liberia;Africa;1987;46.027;2269414;5.061.138.573
Liberia;Africa;1992;40.802;1912974;6.366.229.191.000.000
Liberia;Africa;1997;42.221;2200725;6.091.739.508
Liberia;Africa;2002;43.753;2814651;5.314.823.679
Liberia;Africa;2007;45.678;3193942;4.145.073.415
Libya;Africa;1950;42.723;961305;2.084.283.473
Libya;Africa;1952;42.723;1019729;238.754.806
Libya;Africa;1957;45.289;1201578;3.448.284.395
Libya;Africa;1962;47.808;1441863;6.757.030.816
Libya;Africa;1967;50.227;1759224;1.877.275.169
Libya;Africa;1972;52.773;2183877;2.101.149.721
Libya;Africa;1977;57.442;2721783;2.195.121.176
Libya;Africa;1982;62.155;3344074;17.364.275.380.000.000
Libya;Africa;1987;66.234;3799845;117.705.898
Libya;Africa;1992;68.755;4364501;9.640.138.501
Libya;Africa;1997;71.555;4759670;9.467.446.056
Libya;Africa;2002;72.737;5368585;9.534.677.467
Libya;Africa;2007;73.952;6036914;1.205.749.928
Lithuania;FSU;1973;71.61;3245551;1.152.345.902
Lithuania;FSU;1990;71.37;3694836;1.314.825.839
Lithuania;FSU;1991;70.54;3702136;1.237.435.926
Lithuania;FSU;1992;70.4;3700278;9.743.510.738
Lithuania;FSU;1993;69.01;3689004;8.190.015.322
Lithuania;FSU;1994;68.58;3679636;7.406.201.416
Lithuania;FSU;1995;69.02;3673577;7.804.174.479
Lithuania;FSU;1996;70.14;3668316;81.826.892.659.999.900
Lithuania;FSU;1997;70.98;3664372;8.764.901.122
Lithuania;FSU;1998;71.31;3661168;9.412.969.278
Lithuania;FSU;1999;71.69;3658454;925.981.304
Lithuania;FSU;2000;72.14;3654387;9.631.652.985
Lithuania;FSU;2001;71.74;3645747;1.027.236.554
Lithuania;FSU;2002;71.93;3633232;1.100.867.662
Lithuania;FSU;2003;72.18;3620094;121.203.462
Lithuania;FSU;2004;72.14;3607899;1.304.947.815
Lithuania;FSU;2005;71.56;3596617;14085.0
Lithuania;FSU;2007;72.962;3575439;1.666.650.874
Luxembourg;Europe;1950;657.472;295587;1.455.495.629
Luxembourg;Europe;1952;65.92;299263;1.432.613.779
Luxembourg;Europe;1957;67.47;308453;1.654.586.334
Luxembourg;Europe;1960;69.07;313969;17.086.721.709.999.900
Luxembourg;Europe;1961;69.57;316845;17.621.051.330.000.000
Luxembourg;Europe;1962;68.67;320750;1.771.369.998
Luxembourg;Europe;1963;68.89;324100;1.778.860.394
Luxembourg;Europe;1964;69.07;327750;1.927.335.177
Luxembourg;Europe;1965;69.4;331500;1.934.915.509
Luxembourg;Europe;1966;69.31;333895;1.934.004.205
Luxembourg;Europe;1967;69.69;335012;1.916.300.329
Luxembourg;Europe;1968;70.28;335867;1.998.964.977
Luxembourg;Europe;1969;69.84;337500;2.210.534.353
Luxembourg;Europe;1970;69.58;339174;2.229.867.123
Luxembourg;Europe;1971;69.47;342400;2.266.793.419
Luxembourg;Europe;1972;70.71;346600;2.388.319.799
Luxembourg;Europe;1973;70.47;350450;2.557.914.322
Luxembourg;Europe;1974;70.55;355050;26.441.810.230.000.000
Luxembourg;Europe;1975;70.52;358950;2.445.452.122
Luxembourg;Europe;1976;70.47;360750;2.491.728.779
Luxembourg;Europe;1977;71.76;361450;2.528.232.839
Luxembourg;Europe;1978;71.71;362100;262.020.136
Luxembourg;Europe;1979;72.41;363000;2.688.708.062
Luxembourg;Europe;1980;72.59;364400;2.702.164.537
Luxembourg;Europe;1981;72.38;365400;2.682.665.989
Luxembourg;Europe;1982;72.47;365718;2.707.842.115
Luxembourg;Europe;1983;73.35;365885;2.787.696.353
Luxembourg;Europe;1984;73.11;366272;2.960.607.112
Luxembourg;Europe;1985;73.68;367169;3.043.546.678
Luxembourg;Europe;1986;74.61;369019;3.335.597.899
Luxembourg;Europe;1987;74.15;371660;3.451.886.801.000.000
Luxembourg;Europe;1988;74.75;375624;3.737.359.064
Luxembourg;Europe;1989;74.68;377621;4.073.666.326
Luxembourg;Europe;1990;75.4;382966;4.246.763.837
Luxembourg;Europe;1991;75.47;387152;4.575.052.091
Luxembourg;Europe;1992;75.17;392552;458.543.599
Luxembourg;Europe;1993;75.75;398084;4.705.553.084
Luxembourg;Europe;1994;76.37;403756;4.828.401.468
Luxembourg;Europe;1995;76.48;409704;481.652.586
Luxembourg;Europe;1996;76.5;415566;4.900.558.853
Luxembourg;Europe;1997;76.82;421014;5.262.289.589
Luxembourg;Europe;1998;77.01;426495;5.578.895.866
Luxembourg;Europe;1999;77.68;432527;5.934.952.097.000.000
Luxembourg;Europe;2000;77.83;438777;639.241.627
Luxembourg;Europe;2001;77.96;444779;639.328.448
Luxembourg;Europe;2002;78.09;450786;6.442.103.482.000.000
Luxembourg;Europe;2003;77.96;456764;6.530.834.204
Luxembourg;Europe;2004;79.27;462690;6.728.343.435
Luxembourg;Europe;2005;79.57;468571;70014.0
Macao, China;Asia;1972;66.42;261202;9.344.183.089
Macao, China;Asia;1977;69.43;249116;1.294.118.511
Macao, China;Asia;1982;74.03;270811;1.585.661.506
Macao, China;Asia;1987;76.04;322983;187.017.828
Macao, China;Asia;1992;77.3;375382;22.917.232.030.000.000
Macao, China;Asia;1997;78.809;417129;2.379.048.933
Macao, China;Asia;2002;79.982;437794;2.475.547.297
Macao, China;Asia;2007;80.718;456989;5.458.982.024
Madagascar;Africa;1952;36.681;4762912;1.443.011.715
Madagascar;Africa;1957;38.865;5181679;158.920.275
Madagascar;Africa;1962;40.848;5703324;164.338.711
Madagascar;Africa;1967;42.881;6334556;1.634.047.282
Madagascar;Africa;1972;44.851.000.000.000.000;7082430;1.748.562.982
Madagascar;Africa;1977;46.881;8007166;1.544.228.586
Madagascar;Africa;1982;48.969;9171477;1.302.878.658
Madagascar;Africa;1987;49.35;10568642;1.155.441.948
Madagascar;Africa;1992;52.214;12210395;104.067.619
Madagascar;Africa;1997;54.978;14165114;9.862.958.956
Madagascar;Africa;2002;57.286;16473477;8.946.370.822
Madagascar;Africa;2007;5.944.300.000.000.000;19167654;1.044.770.126
Malawi;Africa;1952;36.256;2917802;3.691.650.802
Malawi;Africa;1957;37.207;3221238;4.163.698.064
Malawi;Africa;1962;38.41;3628608;4.279.010.856
Malawi;Africa;1967;39.487;4147252;4.955.147.806
Malawi;Africa;1972;4.176.600.000.000.000;4730997;5.846.219.709
Malawi;Africa;1977;43.767;5637246;6.632.236.766
Malawi;Africa;1982;45.642;6502825;6.328.039.209
Malawi;Africa;1987;47.457;7824747;6.355.173.633.999.990
Malawi;Africa;1992;49.42;10014249;5.632.000.145
Malawi;Africa;1997;47.495;10419991;6.922.758.102.999.990
Malawi;Africa;2002;4.500.899.999.999.990;11824495;6.654.231.186.000.000
Malawi;Africa;2007;48.303;13327079;7.593.499.101
Malaysia;Asia;1952;48.463;6748378;1.831.132.894
Malaysia;Asia;1957;52.102;7739235;18.100.669.920.000.000
Malaysia;Asia;1962;55.737;8906385;2.036.884.944
Malaysia;Asia;1967;59.371;10154878;2.277.742.396
Malaysia;Asia;1972;63.01;11441462;284.909.478
Malaysia;Asia;1977;65.256;12845381;3.827.921.571
Malaysia;Asia;1982;68.0;14441916;4.920.355.951
Malaysia;Asia;1987;69.5;16331785;5.249.802.653
Malaysia;Asia;1992;70.693;18319502;7.277.912.802
Malaysia;Asia;1997;71.938;20476091;1.013.290.964
Malaysia;Asia;2002;73.044;22662365;1.020.697.794
Malaysia;Asia;2007;74.241;24821286;124.516.558
Maldives;;1972;51.44;122681;7.193.213.789
Maldives;;1977;54.58;140721;6.980.381.402
Maldives;;1982;57.137;164210;9.854.992.676
Maldives;;1987;59.637;194783;1.674.197.279
Maldives;;1992;60.989;232026;2.261.799.787
Maldives;;1997;63.413;274366;2.945.765.301.000.000
Maldives;;2002;65.584;320165;3.643.831.807
Maldives;;2007;68.464;369031;5.166.821.660.000.000
Mali;Africa;1952;33.685;3838168;4.523.369.807
Mali;Africa;1957;3.530.699.999.999.990;4241884;4.903.821.867
Mali;Africa;1962;36.936;4690372;4.961.743.428
Mali;Africa;1967;38.487;5212416;5.450.098.873
Mali;Africa;1972;39.977;5828158;5.813.688.761
Mali;Africa;1977;41.714;6491649;6.863.952.693
Mali;Africa;1982;43.916;6998256;6.180.140.640.999.990
Mali;Africa;1987;46.364;7634008;6.841.715.576
Mali;Africa;1992;4.838.800.000.000.000;8416215;739.014.375
Mali;Africa;1997;49.903;9384984;7.902.579.846
Mali;Africa;2002;5.181.800.000.000.000;10580176;9.514.097.518
Mali;Africa;2007;54.467;12031795;1.042.581.557
Malta;Europe;1962;68.896;329011;2.250.881.414
Malta;Europe;1967;69.456;318573;2.878.912.966
Malta;Europe;1972;70.648;319430;4.129.491.285
Malta;Europe;1977;72.167;332066;7.348.855.743.999.990
Malta;Europe;1982;73.547;360222;968.325.022
Malta;Europe;1987;75.039;349047;1.110.542.748
Malta;Europe;1992;76.274;365897;147.455.202
Malta;Europe;1997;77.402;382953;1.804.817.488
Malta;Europe;2002;78.617;393515;2.016.282.658
Malta;Europe;2007;79.44;401880;2.171.172.686
Martinique;;2002;78.783;422277;1.356.180.991
Mauritania;Africa;1952;40.543;1022556;7.431.159.097
Mauritania;Africa;1957;42.338;1076852;8.461.202.613
Mauritania;Africa;1962;4.424.800.000.000.000;1146757;1.055.896.036
Mauritania;Africa;1967;46.289;1230542;1.421.145.193
Mauritania;Africa;1972;48.437;1332786;1.586.851.781
Mauritania;Africa;1977;50.852;1456688;1.497.492.223
Mauritania;Africa;1982;53.599;1622136;1.481.150.189
Mauritania;Africa;1987;56.145;1841240;1.421.603.576
Mauritania;Africa;1992;58.333;2119465;1.361.369.784
Mauritania;Africa;1997;60.43;2444741;1.483.136.136
Mauritania;Africa;2002;62.247;2828858;1.579.019.543
Mauritania;Africa;2007;64.164;3270065;1.803.151.496
Mauritius;Africa;1952;50.986;516556;1.967.955.707
Mauritius;Africa;1957;58.089;609816;2.034.037.981
Mauritius;Africa;1962;60.246;701016;25.290.674.870.000.000
Mauritius;Africa;1967;61.557;789309;2.475.387.562
Mauritius;Africa;1972;62.944;851334;2.575.484.158
Mauritius;Africa;1977;64.93;913025;3.710.982.963
Mauritius;Africa;1982;66.711;992040;3.688.037.739
Mauritius;Africa;1987;68.74;1042663;4.783.586.903
Mauritius;Africa;1992;69.745;1096202;6.058.253.846.000.000
Mauritius;Africa;1997;70.736;1149818;7.425.705.295.000.000
Mauritius;Africa;2002;71.954;1200206;9.021.815.894
Mauritius;Africa;2007;72.801;1250882;1.095.699.112
Mexico;Americas;1950;49.6;28485180;3.293.777.163
Mexico;Americas;1952;50.789;30144317;3.478.125.529
Mexico;Americas;1957;55.19;35015548;4.131.546.641
Mexico;Americas;1962;58.299;41121485;4.581.609.385
Mexico;Americas;1967;60.11;47995559;5.754.733.883
Mexico;Americas;1972;62.361;55984294;6.809.406.690.000.000
Mexico;Americas;1977;65.032;63759976;7.674.929.108
Mexico;Americas;1982;67.405;71640904;9.611.147.541
Mexico;Americas;1987;69.498;80122492;8.688.156.003
Mexico;Americas;1992;71.455;88111030;9.472.384.295
Mexico;Americas;1997;73.67;95895146;976.729.753
Mexico;Americas;2002;74.902;102479927;1.074.244.053
Mexico;Americas;2007;76.195;108700891;1.197.757.496
Micronesia, Fed. Sts.;;1972;62.599;60427;34.951.762.670.000.000
Micronesia, Fed. Sts.;;1977;64.693;70368;5.234.545.679.999.990
Micronesia, Fed. Sts.;;1982;65.328;82188;47.458.253.909.999.900
Micronesia, Fed. Sts.;;1987;65.883;97727;5.205.100.479
Micronesia, Fed. Sts.;;1992;66.443;114694;5.659.930.189
Micronesia, Fed. Sts.;;1997;67.056;106911;5.238.144.022
Micronesia, Fed. Sts.;;2002;6.757.300.000.000.000;108071;5.565.146.878.000.000
Micronesia, Fed. Sts.;;2007;6.853.399.999.999.990;107862;54.221.289.670.000.000
Moldova;Europe;1950;58.4;2336432;2.752.304.469
Moldova;Europe;1992;6.727.600.000.000.000;4448083;283.994.394
Moldova;Europe;1997;66.75;4441779;183.029.436
Moldova;Europe;2002;67.922;4434547;1.933.647.251
Moldova;Europe;2007;68.865;4480560;26.047.505.260.000.000
Mongolia;Asia;1952;42.244;800663;7.865.668.575
Mongolia;Asia;1957;4.524.800.000.000.000;882134;9.126.626.085
Mongolia;Asia;1962;4.825.100.000.000.000;1010280;1.056.353.958
Mongolia;Asia;1967;51.253;1149500;122.604.113
Mongolia;Asia;1972;53.754;1320500;1.421.741.975
